Tiêu đề,Số hiệu,Ngày ban hành,Nội dung,Tóm tắt
ỦY BAN NHÂN DÂNTỈNH YÊN BÁI-------,Số: 2/2025/QĐ-UBND,"Yên Bái, ngày 09
  tháng 01 năm 2025","Sứ mệnh của THƯ VIỆN PHÁP LUẬT là:
* sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật,
* và kết nối cộng đồng Dân Luật Việt Nam,
nhằm:
* Giúp công chúng “…loại rủi ro pháp lý, nắm cơ hội làm giàu…”,
* và cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần.","Thư Viện Pháp Luật cam kết cung cấp dịch vụ ổn định, sử dụng công nghệ cao để tổ chức hệ thống văn bản pháp luật và kết nối cộng đồng Dân Luật Việt Nam. Mục tiêu là giúp mọi người giảm thiểu rủi ro pháp lý, nắm bắt cơ hội làm giàu và xây dựng một xã hội pháp quyền."
ỦY BAN NHÂN DÂNTỈNH BÌNH PHƯỚC-------,Số: 71/QĐ-UBND,"Bình Phước, ngày
  09 tháng 01 năm 2025","Sứ mệnh của THƯ VIỆN PHÁP LUẬT là:
*   sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật,
*   và kết nối cộng đồng Dân Luật Việt Nam,

nhằm:

*   Giúp công chúng “…loại rủi ro pháp lý, nắm cơ hội làm giàu…”,
*   và cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần.","Thư Viện Pháp Luật cam kết cung cấp dịch vụ ổn định và sử dụng công nghệ cao để tổ chức hệ thống văn bản pháp luật, kết nối cộng đồng dân luật Việt Nam. Mục tiêu là giúp công chúng giảm thiểu rủi ro pháp lý và nắm bắt cơ hội làm giàu, hướng tới xây dựng một xã hội pháp quyền."
BỘ Y TẾ-------,Số: 02/VBHN-BYT,"Hà Nội, ngày 09
  tháng 01 năm 2025","Sứ mệnh của THƯ VIỆN PHÁP LUẬT là:
- sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật,
- và kết nối cộng đồng Dân Luật Việt Nam,
nhằm:
- Giúp công chúng """,
- và cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần;","Văn bản này là Thông tư 02/VBHN-BYT của Bộ Y tế, hợp nhất các quy định về đăng ký lưu hành thuốc cổ truyền và dược liệu, bao gồm các quy định chi tiết về hồ sơ, thủ tục cấp phép, gia hạn, thay đổi và thu hồi giấy đăng ký lưu hành. Đồng thời, văn bản cũng quy định về việc bảo mật thông tin liên quan đến thuốc cổ truyền đăng ký."
ỦY BAN NHÂN DÂNTỈNH GIA LAI-------,Số: 32/QĐ-UBND,"Gia Lai, ngày 09
  tháng 01 năm 2025","sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật, và kết nối cộng đồng Dân Luật Việt Nam, nhằm giúp công chúng “…loại rủi ro pháp lý, nắm cơ hội làm giàu…”, và cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần;","Thư Viện Pháp Luật (TVPL) cam kết cung cấp dịch vụ bình thường trong mọi tình huống, sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật và kết nối cộng đồng Dân Luật. Sứ mệnh của TVPL là giúp công chúng giảm thiểu rủi ro pháp lý và nắm bắt cơ hội làm giàu, đồng thời xây dựng một xã hội pháp quyền."
ỦY BAN NHÂN DÂNTỈNH LONG AN-------,"Số:
  03/2025/QĐ-UBND","Long An, ngày 09
  tháng 01 năm 2025","Sứ mệnh của THƯ VIỆN PHÁP LUẬT là:

*   sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật,
*   và kết nối cộng đồng Dân Luật Việt Nam,

nhằm:

*   Giúp công chúng “…loại rủi ro pháp lý, nắm cơ hội làm giàu…”,
*   và cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần;

Chúng tôi cam kết dịch vụ sẽ được cung ứng bình thường trong mọi tình huống.","Văn bản này là thư thông báo từ Thư Viện Pháp Luật gửi đến khách hàng, khẳng định cam kết dịch vụ bình thường trong mọi tình huống. Đồng thời, thư cũng thông báo về việc lưu trữ và sử dụng thông tin khách hàng theo Nghị định 13/2023/NĐ-CP, nhấn mạnh mục tiêu giúp công chúng ""loại rủi ro pháp lý, nắm cơ hội làm giàu""."
ỦY BAN NHÂN DÂNTỈNH LONG AN-------,"Số:
  02/2025/QĐ-UBND","Long An, ngày 09
  tháng 01 năm 2025","TP. HCM, ngày31/05/2021

Sứ mệnh của THƯ VIỆN PHÁP LUẬT là:

*   sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật,
*   và kết nối cộng đồng Dân Luật Việt Nam,

nhằm:

*   Giúp công chúng “…loại rủi ro pháp lý, nắm cơ hội làm giàu…”,
*   và cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần;

Chúng tôi cam kết dịch vụ sẽ được cung ứng bình thường trong mọi tình huống.","Thư Viện Pháp Luật cam kết cung cấp dịch vụ bình thường và giúp công chúng ""loại rủi ro pháp lý, nắm cơ hội làm giàu"" bằng cách sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật và kết nối cộng đồng Dân Luật Việt Nam. Nghị định 13/2023/NĐ-CP yêu cầu xác nhận sự đồng ý của thành viên khi thu thập, lưu trữ, sử dụng thông tin cá nhân."
ỦY BAN NHÂN DÂNTỈNH ĐỒNG NAI-------,"Số:
  03/2025/QĐ-UBND","Đồng Nai, ngày 09
  tháng 01 năm 2025","Sứ mệnh của THƯ VIỆN PHÁP LUẬT là:
*   sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật,
*   và kết nối cộng đồng Dân Luật Việt Nam,

nhằm:

*   Giúp công chúng “…loại rủi ro pháp lý, nắm cơ hội làm giàu…”,
*   và cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần;

Chúng tôi cam kết dịch vụ sẽ được cung ứng bình thường trong mọi tình huống.","Quyết định 03/2025/QĐ-UBND của UBND tỉnh Đồng Nai quy định tiêu chuẩn, định mức xe ô tô chuyên dùng cho các cơ quan, tổ chức, đơn vị thuộc tỉnh (trừ các đơn vị sự nghiệp công lập tự chủ tài chính), với tổng số lượng 283 xe. Quyết định này có hiệu lực từ 01/02/2025, thay thế các quyết định cũ về cùng vấn đề và giao trách nhiệm thực hiện cho các sở, ban, ngành liên quan."
"BỘ
  Y TẾ-------",Số: 100/QĐ-BYT,"Hà Nội, ngày 09
  tháng 01 năm 2025","Sứ mệnh của THƯ VIỆN PHÁP LUẬT là:
*   Sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật,
*   và kết nối cộng đồng Dân Luật Việt Nam,

nhằm:

*   Giúp công chúng “…loại rủi ro pháp lý, nắm cơ hội làm giàu…”,
*   và cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần;

Chúng tôi cam kết dịch vụ sẽ được cung ứng bình thường trong mọi tình huống.","Thư Viện Pháp Luật (TVPL) tái khẳng định cam kết sử dụng công nghệ cao để tổ chức hệ thống văn bản pháp luật và kết nối cộng đồng Dân Luật Việt Nam. Mục tiêu của TVPL là giúp công chúng giảm thiểu rủi ro pháp lý và nắm bắt cơ hội làm giàu, đồng thời xây dựng một xã hội pháp quyền."
"THỦ TƯỚNG CHÍNH
  PHỦ-------",Số: 55/QĐ-TTg,"Hà Nội, ngày 09
  tháng 01 năm 2025","sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật,
kết nối cộng đồng Dân Luật Việt Nam,
Giúp công chúng “…loại rủi ro pháp lý, nắm cơ hội làm giàu…”,
cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần;","Văn bản này là quyết định của Thủ tướng Chính phủ về việc ban hành kế hoạch thực hiện quy hoạch tỉnh Bình Thuận thời kỳ 2021-2030, tầm nhìn đến năm 2050. Kế hoạch này nhằm triển khai hiệu quả quy hoạch tỉnh, xây dựng lộ trình đầu tư và xác định nguồn lực để thực hiện các mục tiêu phát triển kinh tế - xã hội, quốc phòng, an ninh của tỉnh. Đồng thời, văn bản cũng thông báo về việc lưu trữ và sử dụng thông tin khách hàng theo Nghị định 13/2023/NĐ-CP về Bảo vệ dữ liệu cá nhân."
ỦY BAN NHÂN DÂNTỈNH BẮC NINH-------,Số: 23/QĐ-UBND,"Bắc Ninh, ngày 09
  tháng 01 năm 2025","Sứ mệnh của THƯ VIỆN PHÁP LUẬT là:
*   sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật,
*   và kết nối cộng đồng Dân Luật Việt Nam,

nhằm:

*   Giúp công chúng “…loại rủi ro pháp lý, nắm cơ hội làm giàu…”,
*   và cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần;

Chúng tôi cam kết dịch vụ sẽ được cung ứng bình thường trong mọi tình huống.","Thư viện Pháp luật cam kết cung ứng dịch vụ bình thường và giúp công chúng giảm thiểu rủi ro pháp lý, đồng thời nắm bắt cơ hội làm giàu. Thư viện Pháp luật cũng thông báo về việc lưu trữ, sử dụng thông tin khách hàng theo Nghị định 13/2023/NĐ-CP và cập nhật quy chế bảo vệ dữ liệu cá nhân."
ỦY BAN NHÂN DÂNTỈNH BẮC NINH-------,Số: 24/QĐ-UBND,"Bắc Ninh, ngày 09
  tháng 01 năm 2025",

Cam kết dịch vụ sẽ được cung ứng bình thường trong mọi tình huống.","Thư Viện Pháp Luật cam kết cung cấp dịch vụ liên tục và sử dụng công nghệ cao để tổ chức hệ thống văn bản pháp luật, kết nối cộng đồng Dân Luật Việt Nam. Mục tiêu của họ là giúp công chúng giảm thiểu rủi ro pháp lý và nắm bắt cơ hội làm giàu, đồng thời xây dựng một xã hội pháp quyền."
ỦY BAN NHÂN DÂNTỈNH HƯNG YÊN-------,"Số:
  01/2025/QĐ-UBND","Hưng Yên, ngày 09
  tháng 01 năm 2025","Sứ mệnh của THƯ VIỆN PHÁP LUẬT là:
*   sử dụng công nghệ cao để tổ chức lại hệ thống văn bản pháp luật,
*   và kết nối cộng đồng Dân Luật Việt Nam,

nhằm:

*   Giúp công chúng “…loại rủi ro pháp lý, nắm cơ hội làm giàu…”,
*   và cùng công chúng xây dựng, thụ hưởng một xã hội pháp quyền trong tương lai gần;

Chúng tôi cam kết dịch vụ sẽ được cung ứng bình thường trong mọi tình huống.

QUYẾT ĐỊNH
BAN HÀNH QUY ĐỊNH CỤ THỂ TỶ LỆ BÁN HÀNG, TỶ LỆ LẤP ĐẦY; TỶ LỆ % ĐỂ XÁC ĐỊNH CHI PHÍ KINH DOANH; TỶ LỆ % ĐỂ XÁC ĐỊNH CHI PHÍ LÃI VAY, LỢI NHUẬN CỦA NHÀ ĐẦU TƯ CÓ TÍNH ĐẾN VỐN CHỦ SỞ HỮU, RỦI RO TRONG KINH DOANH; CÁC YẾU TỐ ẢNH HƯỞNG ĐẾN GIÁ ĐẤT, MỨC ĐỘ CHÊNH LỆCH TỐI ĐA CỦA TỪNG YẾU TỐ ẢNH HƯỞNG ĐẾN GIÁ ĐẤT TRÊN ĐỊA BÀN TỈNH HƯNG YÊN

Điều 1. Ban hành kèm theo Quyết định này Quy định cụ thể tỷ lệ bán hàng, tỷ lệ lấp đầy; tỷ lệ % để xác định chi phí kinh doanh; tỷ lệ % để xác định chi phí lãi vay, lợi nhuận của nhà đầu tư có tính đến vốn chủ sở hữu, rủi ro trong kinh doanh; các yếu tố ảnh hưởng đến giá đất, mức độ chênh lệch tối đa của từng yếu tố ảnh hưởng đến giá đất trên địa bàn tỉnh Hưng Yên.

Điều 2. Hiệu lực thi hành Quyết định này có hiệu lực thi hành kể từ ngày 20 tháng 01 năm 2025.

Điều 3. Trách nhiệm tổ chức thực hiện
Chánh Văn phòng Ủy ban nhân dân tỉnh, Thủ trưởng sở, ban, ngành tỉnh; Chủ tịch Ủy ban nhân dân các huyện, thị xã, thành phố; các tổ chức thực hiện định giá đất và các đơn vị, cá nhân có liên quan chịu trách nhiệm thi hành Quyết định này.

Trong quá trình thực hiện nếu có phát sinh vướng, các cơ quan, đơn vị kịp thời báo cáo về Ủy ban nhân dân tỉnh (qua Sở Tài nguyên và Môi trường) để chỉ đạo, xử lý theo quy định.

QUY ĐỊNH
TỶ LỆ BÁN HÀNG, TỶ LỆ LẤP ĐẦY; TỶ LỆ % ĐỂ XÁC ĐỊNH CHI PHÍ KINH DOANH; TỶ LỆ % ĐỂ XÁC ĐỊNH CHI PHÍ LÃI VAY, LỢI NHUẬN CỦA NHÀ ĐẦU TƯ CÓ TÍNH ĐẾN VỐN CHỦ SỞ HỮU, RỦI RO TRONG KINH DOANH; CÁC YẾU TỐ ẢNH HƯỞNG ĐẾN GIÁ ĐẤT, MỨC ĐỘ CHÊNH LỆCH TỐI ĐA CỦA TỪNG YẾU TỐ ẢNH HƯỞNG ĐẾN GIÁ ĐẤT TRÊN ĐỊA BÀN TỈNH HƯNG YÊN

Điều 1. Phạm vi điều chỉnh
Quy định này quy định cụ thể tỷ lệ bán hàng, tỷ lệ lấp đầy; tỷ lệ % để xác định chi phí kinh doanh; tỷ lệ % để xác định chi phí lãi vay, lợi nhuận của nhà đầu tư có tính đến vốn chủ sở hữu, rủi ro trong kinh doanh; các yếu tố ảnh hưởng đến giá đất, mức độ chênh lệch tối đa của từng yếu tố ảnh hưởng đến giá đất trên địa bàn tỉnh Hưng Yên theo quy định tại điểm đ khoản 2 và điểm đ khoản 3 Điều 6, khoản 3 Điều 8 Nghị định số71/2024/NĐ-CPngày 27 tháng 6 năm 2024 của Chính phủ quy định về giá đất.

Điều 2. Đối tượng áp dụng

1.  Cơ quan có chức năng quản lý đất đai; cơ quan, người có thẩm quyền xác định, thẩm định, quyết định giá đất cụ thể.
2.  Tổ chức tư vấn xác","Quyết định 01/2025/QĐ-UBND của UBND tỉnh Hưng Yên quy định cụ thể về các tỷ lệ và yếu tố ảnh hưởng đến giá đất trên địa bàn tỉnh, nhằm mục đích xác định giá đất một cách chính xác và minh bạch. Quy định này áp dụng cho các cơ quan quản lý đất đai, tổ chức tư vấn giá đất và các tổ chức, cá nhân liên quan."
ỦY BAN NHÂN DÂNTHÀNH PHỐ HÀ NỘI-------,Số: 12/KH-UBND,"Hà Nội, ngày 08
  tháng 01 năm 2025","KẾ HOẠCH
VỀ VIỆC TĂNG CƯỜNG CÁC BIỆN PHÁP TRONG QUẢN LÝ VÀ TỔ CHỨC LỄ
HỘI TRÊN ĐỊA BÀN THÀNH PHỐ NĂM 2025

I. MỤC ĐÍCH, YÊU CẦU

1. Mục đích

- Đảm bảo công tác quản lý và tổ chức lễ hội truyền thống tuân thủ theo quy định tại Nghị định số 110/2018/NĐ-CP ngày 29/8/2018 của Chính phủ quy định về quản lý và tổ chức lễ hội và các văn bản chỉ đạo của Trung ương và Thành phố về công tác quản lý, tổ chức lễ hội trên địa bàn Thủ đô.

- Tổ chức lễ hội truyền thống nhằm tưởng nhớ và tri ân công lao to lớn của các bậc Tiên đế, các bậc tiền nhân có công với dân, với nước trong sự nghiệp xây dựng và bảo vệ đất nước; khơi dậy truyền thống yêu nước, lòng tự hào, tự tôn dân tộc và tinh thần đại đoàn kết các dân tộc; tôn vinh các giá trị văn hóa truyền thống, bảo tồn, tôn tạo và phát huy giá trị các di sản văn hóa; Đồng thời giới thiệu, quảng bá hình ảnh quê hương, vùng đất và con người địa phương, đặc biệt tiếp tục là cơ hội để quảng bá, giới thiệu sâu sắc hơn về di tích lịch sử văn hóa, các nhân vật được thờ phụng tại di tích đến với Nhân dân và du khách. Tạo không khí vui tươi, phấn khởi, cổ vũ động viên các tầng lớp Nhân dân trong thi đua lao động, sản xuất, góp phần thực hiện thắng lợi nhiệm vụ phát triển kinh tế - xã hội, phát triển du lịch năm 2025, chào mừng Đại hội Đảng bộ các cấp, tiến tới Đại hội đại biểu Đảng bộ Thành phố Hà Nội lần thứ XVIII, nhiệm kỳ 2025-2030.

- Lễ hội là ngày hội văn hóa truyền thống, là cầu nối giao lưu, trao đổi kinh nghiệm công tác quản lý và tổ chức lễ hội giữa các địa phương trên địa bàn Thành phố vùng Thủ đô, vùng châu thổ sông Hồng, làm sâu sắc hơn nữa những giá trị văn hóa truyền thống của Thủ đô nghìn năm văn hiến

2. Yêu cầu

- Xác định việc tổ chức lễ hội là một sự kiện văn hóa của Thủ đô và của từng đại phương, đảm bảo việc tổ chức lễ hội phải an toàn, tiết kiệm, trang trọng, thiết thực, hiệu quả. Không để xảy ra các hoạt động mê tín dị đoan, hủ tục lạc hậu, các hoạt động có nguy cơ mất an ninh, trật tự và đoàn kết trong cộng đồng dân cư. Tổ chức lễ hội phù hợp với điều kiện kinh tế của địa phương, gìn giữ và phát huy những giá trị văn hóa truyền thống cốt lõi của địa phương, của dân tộc.

- Việc tổ chức cần được chuẩn bị chu đáo, kỹ lưỡng với những nội dung thiết thực, hấp dẫn, có trọng tâm, trọng điểm, phát huy được sức mạnh tổng hợp của cả hệ thống chính trị trong hoạt động văn hóa đối ngoại và bảo tồn phát huy giá trị văn hóa truyền thống ở địa phương, các hoạt động tại Lễ hội phải có kịch bản chi tiết, cụ thể, nội dung chương trình phong phú, hấp dẫn.

- Lễ hội được tổ chức trang nghiêm, trọng thể về phần Lễ, đa dạng và phong phú về phần hội, tạo ra được các sản phẩm văn hóa đặc sắc, hấp dẫn, đảm bảo yếu tố bảo tồn, tôn vinh và phát huy giá trị văn hóa truyền thống gắn với các yếu tố hiện đại của thời đại. Đảm bảo an ninh trật tự, an toàn giao thông và phòng chống cháy, nổ trong quá trình tổ chức Lễ hội, xây dựng môi trường cảnh quan của di tích “sáng, xanh, sạch, đẹp, an toàn”.

- Đối với các lễ hội cấp quận, huyện, thị xã tổ chức cần tập trung đầu tư về cơ sở vật chất, trang thiết bị đặc biệt quan tâm đầu tư kịch bản nghệ thuật trong phần hội để Lễ hội trở thành các sản phẩm công nghiệp văn hóa phục vụ phát triển văn hóa, xã hội của địa phương.

- 100% các di tích và các lễ hội được tổ chức trong năm 2025 đảm bảo tiêu chí “Sáng - Xanh - Sạch - Đẹp - Văn minh - An toàn - Tiết kiệm”.

- Công bố dường dây nóng tiếp nhận và xử lý các thông tin phản ánh về hoạt động lễ hội.

II. NỘI DUNG THỰC HIỆN

1. Công tác tuyên truyền","Văn bản là Kế hoạch của UBND thành phố Hà Nội về việc tăng cường quản lý và tổ chức lễ hội năm 2025, nhằm đảm bảo các lễ hội diễn ra an toàn, văn minh, tiết kiệm và phát huy giá trị văn hóa truyền thống. Kế hoạch này đề ra các nội dung cụ thể về công tác tuyên truyền, quản lý, kiểm tra, và xây dựng mô hình văn hóa trong lễ hội, đồng thời phân công trách nhiệm cho các sở, ban, ngành liên quan."
